tipo;precio;localidad;latitud;longitud;superficie_construida;habitaciones;banyos;antiguedad;conservacion;terraza;jardin;orientacion;garaje;piscina;aire_acondicionado;trastero;ascensor;planta;fecha;detalle_url
Chalet;850000;Xàbia Jávea;38.7892624;0.1661162;230.0;6.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-21;https://www.pisos.com/comprar/chalet-xabia_javea-57516513551_106600/
Piso;135000;Alicante Alacant;38.3744;-0.47894;82.0;3.0;1.0;Desconocida;En buen estado;False;Comunitario;Sur;Privado;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/piso-juan_xxiii03015-57516567896_997471/
Apartamento;259000;Pilar de la Horadada;37.86345863;-0.788959753;79.0;2.0;2.0;Menos de 5 años;A estrenar;True;Comunitario;Desconocido;Desconocido;Comunitaria;True;False;False;0ª;2025-11-26;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-57516612441_526910/
Casa;260000;Alicante Alacant;38.337686041;-0.534738612;223.0;3.0;1.0;Entre 30 y 50 años;Desconocida;False;Privado;Desconocido;Privado;Sin piscina;True;False;False;0ª;;https://www.pisos.com/comprar/casa-el_rebolledo03113-57516623871_108700/
Piso;115000;Alicante Alacant;38.3606;-0.478831;84.0;2.0;1.0;Desconocida;En buen estado;True;Desconocido;Norte;Desconocido;Sin piscina;False;False;False;3ª;;https://www.pisos.com/comprar/piso-pla_carolinas_carolinas03012-57516624140_100500/
Apartamento;273000;Benidorm;38.5365942;-0.1164023;61.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Sur;Desconocido;Sin piscina;True;False;True;Desconocida;;https://www.pisos.com/comprar/apartamento-platja_de_llevant03503-57516715861_108500/
Chalet;360000;La Nucia;38.5695953;-0.131148;200.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Sur;Privado;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-57516762808_100500/
Casa;197000;El Verger;38.8433069;0.0100823;226.0;4.0;1.0;Más de 50 años;En buen estado;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/casa_rustica-el_verger_centro_urbano-57516786436_100500/
Casa;115000;Torrevieja;38.000029204;-0.703225495;53.0;2.0;1.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Todos;Desconocido;Sin piscina;True;False;False;0ª;2026-02-02;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-57516788331_100500/
Apartamento;320000;Orihuela;38.173409687;-0.963971495;130.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Sur-Este;Desconocido;Comunitaria;True;True;False;0ª;;https://www.pisos.com/comprar/apartamento-dehesa_de_campoamor_aguamarina03189-57516834327_100500/
Casa;354900;Pilar de la Horadada;37.857437915;-0.781941926;107.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;False;False;False;0ª;;https://www.pisos.com/comprar/casa_adosada-pilar_de_la_horadada_nucleo03190-57516863583_100500/
Apartamento;240000;Torrevieja;37.9772303;-0.673429;64.0;1.0;1.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;1ª;2025-09-23;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-57516905091_100500/
Casa;218000;Tormos;38.801367674;-0.072680525;115.0;2.0;2.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;True;False;0ª;2025-12-03;https://www.pisos.com/comprar/casa-tormos_centro_urbano-57516911477_101800/
Ático;450000;Benidorm;38.533492;-0.1579419;130.0;2.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-platja_de_ponent03502-57516925548_109300/
Casa;230000;Rojales;38.088609544;-0.724083648;156.0;5.0;1.0;Más de 50 años;Desconocida;True;Privado;Todos;Privado;Sin piscina;False;True;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-rojales_centro_urbano-57516965625_100500/
Apartamento;414000;Benidorm;38.5440692;-0.1491616;94.0;2.0;2.0;Desconocida;Desconocida;False;Comunitario;Sur;Desconocido;Comunitaria;True;True;True;Desconocida;2026-02-13;https://www.pisos.com/comprar/apartamento-benidorm-57516978583_108500/
Ático;495000;Santa Pola;38.191142881;-0.588638436;202.0;3.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Todos;Desconocido;Sin piscina;False;True;False;0ª;2026-02-20;https://www.pisos.com/comprar/atico-tamarit_platja_lissa-57517113933_100500/
Casa;42000;Relleu;38.5861172;-0.3120206;135.0;3.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/casa-relleu_centro_urbano-57517165200_108500/
Chalet;207000;Rojales;38.085373799;-0.704238705;72.0;2.0;1.0;Desconocida;En buen estado;True;Desconocido;Sur;Privado;Exterior;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-ciudad_quesada-57517248760_100500/
Apartamento;199000;Pego;38.840767498;-0.117506583;531.0;5.0;3.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/apartamento-pego_centro_urbano-57517341774_108700/
Ático;153000;Formentera del Segura;38.083806976;-0.744771858;130.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;3ª;2026-01-09;https://www.pisos.com/comprar/atico-formentera_del_segura_centro_urbano-57517388063_106500/
Apartamento;118000;Torrevieja;37.9826873;-0.6667234;70.0;2.0;1.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Todos;Desconocido;Comunitaria;True;False;False;1ª;2025-09-23;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-57517403475_100500/
Chalet;3985000;Xàbia Jávea;38.7898077;0.1663733;438.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-09-11;https://www.pisos.com/comprar/chalet-xabia_javea-57517403826_106600/
Chalet;799000;Finestrat;38.552562915;-0.204314185;200.0;4.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-57517430318_100500/
Piso;440000;El Campello;38.4232769;-0.3916848;60.0;2.0;1.0;Desconocida;Reformado;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;True;11ª;2026-02-24;https://www.pisos.com/comprar/piso-el_campello_playa-57517457435_100500/
Chalet;890000;Calpe Calp;38.637106359;0.023522835;384.0;4.0;4.0;Desconocida;Desconocida;True;Privado;Todos;Privado;Exterior;True;True;False;0ª;2026-02-23;https://www.pisos.com/comprar/chalet-calpe_calp_maryvilla-57517474832_108500/
Chalet;535000;Algorfa;38.058200315;-0.788334544;131.0;3.0;2.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-57517482423_100500/
Casa;238900;Torrevieja;37.9558;-0.722107;82.0;3.0;2.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa_adosada-los_balcones_los_altos_punta_prima03185-57517490411_100500/
Piso;205000;El Fondó de les Neus Hondón de las Nieves;38.309012952;-0.85518352;84.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;True;Desconocida;2025-09-27;https://www.pisos.com/comprar/piso-el_fondo_de_les_neus_hondon_de_las_nieves-57517540752_106600/
Piso;155000;Benidorm;38.531489601;-0.105210246;63.0;1.0;1.0;Más de 50 años;En buen estado;False;Desconocido;Desconocido;Comunitario;Exterior;False;False;True;5ª;2026-02-19;https://www.pisos.com/comprar/piso-raco_de_oix03503-57517554004_104700/
Finca;650000;Almoradí;38.0696679;-0.7835749;286.0;6.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-11-18;https://www.pisos.com/comprar/finca_rustica-almoradi_centro_urbano-57517568797_105600/
Apartamento;310000;Guardamar del Segura;38.0764464;-0.656938;300.0;2.0;2.0;Entre 10 y 20 años;Desconocida;True;Desconocido;Desconocido;Privado;Comunitaria;True;True;False;0ª;2025-09-23;https://www.pisos.com/comprar/apartamento-urbanizaciones03140-57517672731_100500/
Ático;360000;Alicante Alacant;38.3472632;-0.4820454;120.0;3.0;2.0;Más de 50 años;Desconocida;True;Desconocido;Sur-Este;Desconocido;Sin piscina;True;False;False;0ª;;https://www.pisos.com/comprar/atico-mercado_casco_antiguo_san_anton03002-57517676409_100500/
Casa;550000;Xàbia Jávea;38.7798231;0.1859067;170.0;3.0;2.0;Entre 20 y 30 años;En buen estado;True;Privado;Desconocido;Privado;Sin piscina;True;True;False;0ª;;https://www.pisos.com/comprar/casa-arenal_bahia_de_javea03738-57517818718_106700/
Apartamento;213800;Torrevieja;37.9829815;-0.6761529;66.0;2.0;1.0;Entre 20 y 30 años;Desconocida;True;Privado;Sur-Este;Privado;Comunitaria;True;True;False;1ª;2025-09-23;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-57517922804_100500/
Casa;822000;Xàbia Jávea;38.7652465;0.1796915;179.0;3.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Privado;Comunitaria;True;False;False;0ª;2025-09-18;https://www.pisos.com/comprar/casa_adosada-balcon_al_mar_cap_marti_adsubia03730-57518023120_100500/
Piso;169000;Torrevieja;37.978135;-0.682456;52.0;1.0;1.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;0ª;2025-09-23;https://www.pisos.com/comprar/piso-torrevieja_centro03181-57518069652_100500/
Piso;410000;Pilar de la Horadada;37.878900196;-0.755176828;70.0;2.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Exterior;True;False;True;Desconocida;2025-11-13;https://www.pisos.com/comprar/piso-pueblo_latino-57518107448_105600/
Chalet;1790000;Moraira;38.702845385;0.130768331;310.0;4.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-01-20;https://www.pisos.com/comprar/chalet-moraira_benimeit_la_sabatera-57518123110_100500/
Casa;312000;Santa Pola;38.244089188;-0.54266328;93.0;3.0;2.0;Desconocida;Desconocida;True;Comunitario;Desconocido;Desconocido;Comunitaria;True;False;False;0ª;2026-01-24;https://www.pisos.com/comprar/casa_adosada-gran_alacant-57518133044_108500/
Apartamento;476000;El Verger;38.857611;-0.0029108;133.0;3.0;2.0;Menos de 5 años;Desconocida;False;Privado;Norte-Este;Privado;Comunitaria;True;True;True;4ª;2025-09-10;https://www.pisos.com/comprar/apartamento-el_verger_centro_urbano-57518168090_100500/
Piso;309000;Benidorm;38.5395822;-0.1099578;51.0;1.0;1.0;Entre 30 y 50 años;Desconocida;False;Privado;Sur-Este;Privado;Comunitaria;True;False;True;17ª;2026-02-24;https://www.pisos.com/comprar/piso-raco_de_oix03503-57518179754_100500/
Piso;318500;La Vila Joiosa Villajoyosa;38.5140821;-0.2055443;66.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;Desconocida;2025-09-15;https://www.pisos.com/comprar/piso-casco_antiguo_playa_de_villajoyosa_zona_puerto-57518184775_106500/
Apartamento;294000;Finestrat;38.549865026;-0.196304186;84.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-12-05;https://www.pisos.com/comprar/apartamento-urbanizaciones_balco_de_finestrat_terra_marina-57518190022_106700/
Chalet;3450000;Benissa;38.678917509;0.106691774;500.0;4.0;3.0;Menos de 5 años;Desconocida;True;Privado;Sur;Privado;Exterior;True;True;False;0ª;2025-11-30;https://www.pisos.com/comprar/chalet-la_vina_montemar_san_jaime-57518247252_100500/
Chalet;525000;Pilar de la Horadada;37.907511537;-0.836057085;287.0;6.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-01-31;https://www.pisos.com/comprar/chalet-pilar_de_la_horadada_pinar_de_campoverde-57518248822_105600/
Chalet;790000;Orihuela;37.915157832;-0.727643043;140.0;3.0;3.0;Más de 50 años;Desconocida;True;Privado;Todos;Privado;Comunitaria;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-cabo_roig_la_zenia_la_regia-57518401184_100500/
Apartamento;234000;Pilar de la Horadada;37.857011149;-0.782211169;64.0;2.0;2.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;False;True;True;0ª;;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-57518432225_100500/
Piso;125000;Benejúzar;38.076115957;-0.840509711;95.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;2ª;2026-01-09;https://www.pisos.com/comprar/piso-benejuzar_centro_urbano-57518453770_106500/
Apartamento;470000;Dénia;38.8456361;0.1070062;122.0;3.0;2.0;Entre 10 y 20 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;True;True;3ª;2026-01-31;https://www.pisos.com/comprar/apartamento-denia_puerto-57518536482_109300/
Piso;120000;Xixona Jijona;38.539090984;-0.505680053;120.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Sin piscina;False;False;True;Desconocida;2025-09-26;https://www.pisos.com/comprar/piso-xixona_jijona_centro_urbano-57518557528_106800/
Apartamento;220000;La Vila Joiosa Villajoyosa;38.5273152;-0.1708825;60.0;1.0;1.0;Desconocida;Desconocida;False;Comunitario;Desconocido;Desconocido;Comunitaria;True;False;True;Desconocida;2026-02-13;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-57518624733_108500/
Piso;289000;Torrevieja;37.989608191;-0.689732242;81.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;True;True;True;0ª;;https://www.pisos.com/comprar/piso-la_siesta_el_salado_torreta_el_chaparral03184-57518625816_100500/
Apartamento;390000;Torrevieja;37.97536;-0.67383;130.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Sin piscina;False;True;False;Desconocida;2026-01-22;https://www.pisos.com/comprar/apartamento-playa_del_cura03182-57518650403_108900/
Chalet;525000;Elx Elche;38.2187703;-0.6430455;343.0;4.0;2.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Privado;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-matola_la_foia_las_bayas_la_marina03290-57518651680_108700/
Apartamento;457000;La Vila Joiosa Villajoyosa;38.5220501;-0.1986747;218.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Comunitaria;True;False;True;Desconocida;2026-02-13;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-57518652318_108500/
Piso;235000;Pilar de la Horadada;37.870302723;-0.793914447;142.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;1ª;;https://www.pisos.com/comprar/piso-pilar_de_la_horadada_nucleo-57518682803_106600/
Chalet;950000;Dénia;38.8190608;0.0779731;206.0;4.0;4.0;Entre 5 y 10 años;Desconocida;True;Privado;Todos;Privado;Exterior;True;True;False;0ª;2026-02-17;https://www.pisos.com/comprar/chalet-la_pedrera_vessanes-57518705445_100500/
Apartamento;329000;Pilar de la Horadada;37.85924361;-0.781860529;161.0;3.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;True;True;0ª;2025-10-14;https://www.pisos.com/comprar/apartamento-pilar_de_la_horadada_nucleo03190-57518706129_100500/
Casa;249900;Guardamar del Segura;38.060816347;-0.685796004;84.0;2.0;2.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;True;False;0ª;2025-09-23;https://www.pisos.com/comprar/casa-urbanizaciones03140-57518755749_100500/
Apartamento;673000;Calpe Calp;38.649578621;0.069556139;148.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Comunitaria;True;True;True;9ª;;https://www.pisos.com/comprar/apartamento-playa_de_levante_o_la_fossa-57518837728_109300/
Apartamento;229500;Xàbia Jávea;38.7698152;0.1865192;73.0;2.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Comunitaria;False;True;False;1ª;2026-02-24;https://www.pisos.com/comprar/apartamento-arenal_bahia_de_javea03738-57518857037_109300/
Chalet;465000;Algorfa;38.065531833;-0.787280506;199.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-12-22;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-57518872934_108500/
Chalet;625000;La Nucia;38.5835228;-0.1339769;250.0;5.0;3.0;Desconocida;Desconocida;True;Privado;Sur-Este;Privado;Exterior;True;False;False;0ª;2026-01-28;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-57518875375_100500/
Casa;690000;El Ràfol D'almúnia;38.8415561;-0.0569724;269.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa_adosada-el_rafol_almunia_centro_urbano-57518889459_105600/
Apartamento;340000;Torrevieja;38.0257036;-0.6542195;123.0;4.0;2.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Sur;Privado;Sin piscina;False;False;False;1ª;2026-01-23;https://www.pisos.com/comprar/apartamento-la_mata_distrito03188-57518902901_100500/
Casa;315000;La Romana;38.377763327;-0.887104309;127.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;True;False;0ª;2026-01-29;https://www.pisos.com/comprar/casa_pareada-la_romana_centro_urbano-57518912207_100500/
Casa;125000;Orihuela;38.094471;-0.8613935;200.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-01-09;https://www.pisos.com/comprar/casa_adosada-orihuela-57518920880_106500/
Ático;380000;Torrevieja;37.9783721;-0.6719645;69.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;True;5ª;2026-02-03;https://www.pisos.com/comprar/atico-playa_del_cura03182-57518952655_100500/
Piso;125000;Orihuela;37.9374006;-0.7480518;82.0;2.0;2.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-01-24;https://www.pisos.com/comprar/piso-las_filipinas_villamartin_canal_norte03189-57518982076_109300/
Casa;190000;Elx Elche;38.2634;-0.702236;94.0;2.0;1.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-14;https://www.pisos.com/comprar/casa-reina_victoria_poeta_miguel_hernandez03201-57519005105_100500/
Casa;35000;Benimarfull;38.775258765;-0.39138192;192.0;3.0;2.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-09-27;https://www.pisos.com/comprar/casa-benimarfull-57519167904_106500/
Apartamento;390000;La Vila Joiosa Villajoyosa;38.525458458;-0.17007815;69.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-57519181993_105600/
Apartamento;159990;Torrevieja;37.9788955;-0.6838793;111.0;3.0;1.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Este;Desconocido;Sin piscina;False;True;False;1ª;2025-09-23;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-57519241413_100500/
Chalet;220000;Orihuela;37.932884777;-0.721628705;115.0;3.0;2.0;Desconocida;En buen estado;True;Privado;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/chalet-playa_flamenca_las_piscinas-57519281223_100500/
Chalet;840000;Dénia;38.8158159;0.0825286;469.0;4.0;2.0;Entre 20 y 30 años;En buen estado;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-denia-57519364146_106600/
Piso;135000;Elx Elche;38.2576352;-0.705018;60.0;2.0;1.0;Desconocida;A estrenar;False;Desconocido;Todos;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/piso-sector_v_el_canal03204-57519374682_434200/
Apartamento;170000;Torrevieja;37.9814;-0.664042;68.0;2.0;1.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Sur;Privado;Comunitaria;False;False;True;3ª;2026-02-23;https://www.pisos.com/comprar/apartamento-playa_de_los_locos_los_frutales_cabo_cervera03183-57519391318_100500/
Piso;649000;L'alfàs del Pi;38.57153602;-0.067469488;96.0;2.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;True;3ª;2025-10-22;https://www.pisos.com/comprar/piso-alfas_del_pi_albir-57519431247_106600/
Piso;99999;Orihuela;38.082422918;-0.942093584;108.0;3.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;Desconocida;;https://www.pisos.com/comprar/piso-orihuela_nucleo_urbano03300-57519467268_108500/
Apartamento;320000;Torrevieja;37.9745213;-0.6926065;90.0;3.0;2.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;True;False;True;9ª;2025-09-23;https://www.pisos.com/comprar/apartamento-acequion_los_naufragos03185-57519501156_100500/
Dúplex;585000;Benidorm;38.5359627;-0.1246531;127.0;7.0;5.0;Desconocida;Desconocida;False;Desconocido;Sur;Desconocido;Sin piscina;False;False;True;Desconocida;2025-12-22;https://www.pisos.com/comprar/duplex-benidorm-57519528263_108500/
Chalet;795000;Xàbia Jávea;38.7595622;0.1697837;286.0;4.0;3.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;True;True;False;0ª;;https://www.pisos.com/comprar/chalet-los_cerezos_la_mandarina_la_finca_covatelles03739-57519530005_109300/
Piso;330000;El Campello;38.4011586;-0.415385;90.0;2.0;2.0;Desconocida;En buen estado;True;Desconocido;Este;Privado;Comunitaria;False;True;True;Desconocida;2026-01-31;https://www.pisos.com/comprar/piso-platja_muchavista-57519590483_108900/
Dúplex;145000;Elda;38.480744267;-0.795861869;112.0;4.0;3.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;True;False;2ª;2026-01-05;https://www.pisos.com/comprar/duplex-elda_centro_urbano-57519616547_100500/
Chalet;1750000;Orihuela;37.918141396;-0.724723132;340.0;3.0;4.0;Desconocida;Desconocida;True;Privado;Desconocido;Privado;Comunitaria;True;True;False;0ª;2025-11-27;https://www.pisos.com/comprar/chalet-cabo_roig_la_zenia_la_regia-57519655918_100500/
Chalet;750000;Polop;38.617073265;-0.145058587;291.0;3.0;2.0;Desconocida;Desconocida;False;Privado;Desconocido;Privado;Exterior;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-polop_centro_urbano-57519732374_108900/
Chalet;1250000;Orihuela;37.936486856;-0.784194011;335.0;3.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;True;True;False;0ª;2026-01-20;https://www.pisos.com/comprar/chalet-las_mojadas_las_ramblas03189-57519750272_100500/
Chalet;330000;Torrevieja;37.9631534;-0.735154;98.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-torrevieja-57519781494_106500/
Piso;349990;Guardamar del Segura;38.088478142;-0.647012419;128.0;3.0;2.0;Entre 30 y 50 años;En buen estado;True;Desconocido;Este;Privado;Sin piscina;False;False;False;0ª;2026-02-19;https://www.pisos.com/comprar/piso-guardamar_playa03140-57519795891_512463/
Chalet;535000;Torrevieja;38.0160163;-0.6943409;157.0;3.0;3.0;Entre 30 y 50 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-11-03;https://www.pisos.com/comprar/chalet-la_siesta_el_salado_torreta_el_chaparral03184-57519804514_100500/
Chalet;765000;Dénia;38.850849359;0.05650502;330.0;5.0;4.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-la_sella_la_xara_jesus_pobre03700-57519925274_106500/
Casa;680000;Ondara;38.825851524;0.016588883;350.0;4.0;3.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/casa_pareada-ondara_centro_urbano-57519940188_101800/
Piso;319395;Calpe Calp;38.6447745;0.0477232;97.0;2.0;2.0;Menos de 5 años;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-09-24;https://www.pisos.com/comprar/piso-calpe_calp_casco_antiguo-57519982490_104700/
Piso;390000;Orihuela;37.936486856;-0.784194011;185.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-01-09;https://www.pisos.com/comprar/piso-orihuela-57520001849_106500/
Piso;159000;Torrevieja;37.98504;-0.6810847;64.0;2.0;1.0;Entre 10 y 20 años;En buen estado;True;Desconocido;Sur;Privado;Comunitaria;True;False;True;2ª;2026-02-24;https://www.pisos.com/comprar/piso-torrevieja_nueva_torrevieja03183-57520011303_531021/
Casa;275000;Sax;38.522100687;-0.810701184;238.0;6.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa_rustica-sax_centro_urbano-57520077995_106600/
Casa;340000;Torrevieja;38.002906772;-0.696862413;110.0;2.0;2.0;Desconocida;A estrenar;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-57520095609_109300/
Piso;146000;Mutxamel;38.416991293;-0.442498646;106.0;1.0;1.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;2ª;;https://www.pisos.com/comprar/piso-mutxamel_centro_urbano-57520136649_521818/
Piso;110000;Pego;38.84139;-0.11105872;110.0;3.0;2.0;Entre 20 y 30 años;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;1ª;2025-09-07;https://www.pisos.com/comprar/piso-pego_centro_urbano-57520146740_109800/
Piso;370000;Alicante Alacant;38.3401;-0.49329;141.0;3.0;2.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;True;True;5ª;2026-02-24;https://www.pisos.com/comprar/piso-ensanche_diputacion03003-57520156977_101800/
Ático;139900;Torrevieja;38.0286397;-0.6557422;42.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-la_mata_distrito03188-57520173359_106600/
