nombre;id;detalle_url;latitud;longitud;localidad;region;precio;superficie_construida;superficie_til;superficie_solar;habitaciones;baos;antigedad;conservacin;referencia;armarios_empotrados;carpintera_interior;tipo_suelo;carpintera_exterior;chimenea;cocina_equipada;comedor;lavadero;puerta_blindada;sistema_de_seguridad;terraza;jardn;orientacin;urbanizado;calle_alumbrada;calle_asfaltada;se_aceptan_mascotas;tipo_de_casa;garaje;piscina;gastos_de_comunidad;agua;aire_acondicionado;calefaccin;trastero;amueblado;vidrios_dobles;luz;telfono;adaptado_a_personas_con_movilidad_reducida;gas;no_se_aceptan_mascotas;ascensor;planta;exterior;balcn;soleado;portero_automtico;interior;fecha
Apartamento en Guardamar Playa;4225500557,1056;https://www.pisos.com/comprar/apartamento-guardamar_playa03140-4225500557_105600/;38,088331204;-0,646939017;Guardamar del Segura;Alicante;120.000 €;60 m²;;;1;1.0;;;A-2123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"&#xC1;tico en calle Orden D&#xF3;rico";4244979234,1005;https://www.pisos.com/comprar/atico-gran_alacant-4244979234_100500/;38,232814575;-0,523444651;Santa Pola;Alicante;405.000 €;85 m²;;;2;2.0;;A estrenar;1024;1;;;;;Cocina americana;;;;;;Privado;Este;;;;;;1;Propia;;;;;;;;;;;;;;1ª;TRUE;;TRUE;;;23/02/2026
Piso en Camino de los Lladres,  s/n;4251527774,1097;https://www.pisos.com/comprar/piso-denia_puerto-4251527774_109700/;38,8355985;0,1150502;"D&#xE9;nia";Alicante;340.000 €;131 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Casa adosada en calle Neptuno,  S/N;4251593898,1097;https://www.pisos.com/comprar/casa_adosada-les_deveses_monte_pego-4251593898_109700/;38,869833;-0,0108604;"D&#xE9;nia";Alicante;410.000 €;148 m²;;;3;3.0;;A estrenar;20924757;;;;;;;;;;;TRUE;;;;;;;Adosada;TRUE;;;;;;;;;;;;;;;;;;;;;17/11/2025
Piso en Camino de los Lladres,  s/n;4257361064,1097;https://www.pisos.com/comprar/piso-denia_puerto-4257361064_109700/;38,8326597;0,1168799;"D&#xE9;nia";Alicante;293.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Apartamento en calle Neptuno,  S/N;4258364190,1097;https://www.pisos.com/comprar/apartamento-les_deveses_monte_pego-4258364190_109700/;38,8820001;-0,0329213;"D&#xE9;nia";Alicante;192.000 €;65 m²;;;1;1.0;;A estrenar;20924753;;;;;;;;;;;TRUE;;;;;;;;TRUE;;;;;;;;;;;;;;;2ª;;;;;;17/11/2025
Apartamento en calle Neptuno,  S/N;4264731230,1097;https://www.pisos.com/comprar/apartamento-les_deveses_monte_pego-4264731230_109700/;38,8820001;-0,0329213;"D&#xE9;nia";Alicante;306.000 €;119 m²;;;3;2.0;;A estrenar;20924754;;;;;;;;;;;TRUE;;;;;;;;TRUE;;;;;;;;;;;;;;;1ª;;;;;;17/11/2025
Piso en Camino de los Lladres,  s/n;4267261096,1097;https://www.pisos.com/comprar/piso-denia_puerto-4267261096_109700/;38,8353763;0,1145737;"D&#xE9;nia";Alicante;312.000 €;109 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4268183351,1097;https://www.pisos.com/comprar/piso-denia_puerto-4268183351_109700/;38,8359008;0,1134803;"D&#xE9;nia";Alicante;325.000 €;131 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4269093147,1097;https://www.pisos.com/comprar/piso-denia_puerto-4269093147_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;265.000 €;100 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
"&#xC1;tico en calle Presidente Adolfo Suarez,  s/n";4270129726,1097;https://www.pisos.com/comprar/atico-poble_de_ponent03502-4270129726_109700/;38,5460855;-0,1515031;Benidorm;Alicante;800.000 €;325 m²;;;3;3.0;;A estrenar;20888647;;;;;;;;;;;TRUE;;Sur;;;;;;TRUE;;;;;;TRUE;;;;;;;;;Más de 20;;;;;;16/12/2025
Piso en Camino de los Lladres,  s/n;4270838977,1097;https://www.pisos.com/comprar/piso-denia_puerto-4270838977_109700/;38,8355985;0,1150502;"D&#xE9;nia";Alicante;296.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4270884203,1097;https://www.pisos.com/comprar/piso-denia_puerto-4270884203_109700/;38,8326597;0,1168799;"D&#xE9;nia";Alicante;263.000 €;90 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4272347749,1097;https://www.pisos.com/comprar/piso-denia_puerto-4272347749_109700/;38,8355677;0,1150198;"D&#xE9;nia";Alicante;268.000 €;90 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Casa adosada en calle Neptuno,  S/N;4272877405,1097;https://www.pisos.com/comprar/casa_adosada-les_deveses_monte_pego-4272877405_109700/;38,8637712;0,0037614;"D&#xE9;nia";Alicante;345.000 €;124 m²;;;2;3.0;;A estrenar;20924756;;;;;;;;;;;TRUE;;;;;;;Adosada;TRUE;;;;;;;;;;;;;;;;;;;;;17/11/2025
Piso en Camino de los Lladres,  s/n;4278248002,1097;https://www.pisos.com/comprar/piso-denia_puerto-4278248002_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;327.000 €;121 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4280842192,1097;https://www.pisos.com/comprar/piso-denia_puerto-4280842192_109700/;38,8326597;0,1168799;"D&#xE9;nia";Alicante;296.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4281283187,1097;https://www.pisos.com/comprar/atico-denia_puerto-4281283187_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;359.000 €;126 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4285988749,1097;https://www.pisos.com/comprar/piso-denia_puerto-4285988749_109700/;38,835550637;0,113611632;"D&#xE9;nia";Alicante;243.000 €;90 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4288768098,1097;https://www.pisos.com/comprar/piso-denia_puerto-4288768098_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;340.000 €;131 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4290061815,1097;https://www.pisos.com/comprar/piso-denia_puerto-4290061815_109700/;38,8355677;0,1150198;"D&#xE9;nia";Alicante;309.000 €;114 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4294740835,1097;https://www.pisos.com/comprar/piso-denia_puerto-4294740835_109700/;38,8358058;0,1152902;"D&#xE9;nia";Alicante;303.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4300498456,1097;https://www.pisos.com/comprar/piso-denia_puerto-4300498456_109700/;38,83548474;0,11488883;"D&#xE9;nia";Alicante;470.000 €;166 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4304196332,1097;https://www.pisos.com/comprar/piso-denia_puerto-4304196332_109700/;38,8353763;0,1145737;"D&#xE9;nia";Alicante;298.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4304467677,1097;https://www.pisos.com/comprar/atico-denia_puerto-4304467677_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;430.000 €;153 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
Chalet en Avenida Barcelona, 2;4306537112,1097;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-4306537112_109700/;38,549042064;-0,19648622;Finestrat;Alicante;555.000 €;158 m²;;;4;3.0;;A estrenar;21603433;;;;;;;;;;;TRUE;Privado;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;16/02/2026
Piso en Camino de los Lladres,  s/n;4308172799,1097;https://www.pisos.com/comprar/piso-denia_puerto-4308172799_109700/;38,8326597;0,1168799;"D&#xE9;nia";Alicante;296.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4308955628,1097;https://www.pisos.com/comprar/piso-denia_puerto-4308955628_109700/;38,835671787;0,114153073;"D&#xE9;nia";Alicante;396.000 €;153 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4310110064,1097;https://www.pisos.com/comprar/atico-denia_puerto-4310110064_109700/;38,8355677;0,1150198;"D&#xE9;nia";Alicante;435.000 €;153 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4310540555,1097;https://www.pisos.com/comprar/piso-denia_puerto-4310540555_109700/;38,8355677;0,1150198;"D&#xE9;nia";Alicante;301.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4310564537,1097;https://www.pisos.com/comprar/piso-denia_puerto-4310564537_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;322.000 €;121 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4312243542,1097;https://www.pisos.com/comprar/piso-denia_puerto-4312243542_109700/;38,83548474;0,11488883;"D&#xE9;nia";Alicante;293.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4312380501,1097;https://www.pisos.com/comprar/piso-denia_puerto-4312380501_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;298.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4314663579,1097;https://www.pisos.com/comprar/piso-denia_puerto-4314663579_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;265.000 €;98 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4314795092,1097;https://www.pisos.com/comprar/piso-denia_puerto-4314795092_109700/;38,8364139;0,1124991;"D&#xE9;nia";Alicante;265.000 €;100 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en calle Presidente Adolfo Suarez,  s/n;4316572587,1097;https://www.pisos.com/comprar/piso-poble_de_ponent03502-4316572587_109700/;38,5460855;-0,1515031;Benidorm;Alicante;534.000 €;117 m²;;;3;2.0;;A estrenar;22778540;;;;;;;;;;;TRUE;;Sur;;;;;;TRUE;;;;;;;;;;;;;;;Más de 20;;;;;;16/12/2025
Chalet en Avenida Barcelona, 2;4316888451,1097;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-4316888451_109700/;38,549042064;-0,19648622;Finestrat;Alicante;560.000 €;158 m²;;;4;3.0;;A estrenar;21603436;;;;;;;;;;;TRUE;Privado;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;16/02/2026
"&#xC1;tico en Camino de los Lladres,  s/n";4318429731,1097;https://www.pisos.com/comprar/atico-denia_puerto-4318429731_109700/;38,8359008;0,1134803;"D&#xE9;nia";Alicante;645.000 €;232 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4320166042,1097;https://www.pisos.com/comprar/piso-denia_puerto-4320166042_109700/;38,8357085;0,1143935;"D&#xE9;nia";Alicante;301.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4321211858,1097;https://www.pisos.com/comprar/piso-denia_puerto-4321211858_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;270.000 €;100 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4321994972,1097;https://www.pisos.com/comprar/piso-denia_puerto-4321994972_109700/;38,83548474;0,11488883;"D&#xE9;nia";Alicante;306.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Chalet en Avenida Barcelona, 2;4323650197,1097;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-4323650197_109700/;38,549042064;-0,19648622;Finestrat;Alicante;570.000 €;158 m²;;;4;3.0;;A estrenar;21603438;;;;;;;;;;;TRUE;Privado;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Camino de los Lladres,  s/n;4325608759,1097;https://www.pisos.com/comprar/piso-denia_puerto-4325608759_109700/;38,8353763;0,1145737;"D&#xE9;nia";Alicante;243.000 €;90 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4326112262,1097;https://www.pisos.com/comprar/piso-denia_puerto-4326112262_109700/;38,83548474;0,11488883;"D&#xE9;nia";Alicante;315.000 €;131 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4326364587,1097;https://www.pisos.com/comprar/piso-denia_puerto-4326364587_109700/;38,8327925;0,1173651;"D&#xE9;nia";Alicante;303.000 €;115 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;1ª;;;;;;Desconocida
Casa adosada en calle Neptuno,  S/N;4328536682,1097;https://www.pisos.com/comprar/casa_adosada-les_deveses_monte_pego-4328536682_109700/;38,8820001;-0,0329213;"D&#xE9;nia";Alicante;317.000 €;113 m²;;;2;3.0;;A estrenar;20924755;;;;;;;;;;;TRUE;;;;;;;Adosada;TRUE;;;;;;;;;;;;;;;;;;;;;17/11/2025
Piso en Camino de los Lladres,  s/n;4330255075,1097;https://www.pisos.com/comprar/piso-denia_puerto-4330255075_109700/;38,832532;0,1170774;"D&#xE9;nia";Alicante;296.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4331686576,1097;https://www.pisos.com/comprar/atico-denia_puerto-4331686576_109700/;38,8364139;0,1124991;"D&#xE9;nia";Alicante;434.000 €;153 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4331720391,1097;https://www.pisos.com/comprar/atico-denia_puerto-4331720391_109700/;38,832532;0,1170774;"D&#xE9;nia";Alicante;699.000 €;250 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4332926723,1097;https://www.pisos.com/comprar/piso-denia_puerto-4332926723_109700/;38,8357085;0,1143935;"D&#xE9;nia";Alicante;263.000 €;90 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4333831369,1097;https://www.pisos.com/comprar/piso-denia_puerto-4333831369_109700/;38,8326597;0,1168799;"D&#xE9;nia";Alicante;327.000 €;121 m²;;;2;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4333863107,1097;https://www.pisos.com/comprar/piso-denia_puerto-4333863107_109700/;38,836047;0,11551;"D&#xE9;nia";Alicante;291.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;2ª;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4345046619,1097;https://www.pisos.com/comprar/piso-denia_puerto-4345046619_109700/;38,832532;0,1170774;"D&#xE9;nia";Alicante;345.000 €;131 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;Bajo;;;;;;Desconocida
Piso en Camino de los Lladres,  s/n;4348758336,1097;https://www.pisos.com/comprar/piso-denia_puerto-4348758336_109700/;38,832532;0,1170774;"D&#xE9;nia";Alicante;306.000 €;107 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;3ª;;;;;;Desconocida
"&#xC1;tico en Camino de los Lladres,  s/n";4349154735,1097;https://www.pisos.com/comprar/atico-denia_puerto-4349154735_109700/;38,8355985;0,1150502;"D&#xE9;nia";Alicante;429.000 €;153 m²;;;3;;;A estrenar;4268999870;;;;;;;;;;;;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;;;;;;;Desconocida
"Piso en Avenida del Pa&#xED;s Valenciano, 21";4426098256,1097;https://www.pisos.com/comprar/piso-la_vila_joiosa_villajoyosa_centro-4426098256_109700/;38,506471096;-0,230555088;La Vila Joiosa Villajoyosa;Alicante;418.500 €;82 m²;;;2;2.0;;A estrenar;21091026;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;TRUE;2ª;;;;;;Desconocida_Revisada
"Piso en Avenida del Pa&#xED;s Valenciano, 21";4473916825,1097;https://www.pisos.com/comprar/piso-la_vila_joiosa_villajoyosa_centro-4473916825_109700/;38,506471096;-0,230555088;La Vila Joiosa Villajoyosa;Alicante;420.000 €;122 m²;;;2;2.0;;A estrenar;21091011;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;TRUE;1ª;;;;;;30/12/2025
Piso en calle Presidente Adolfo Suarez,  s/n;4505638340,1097;https://www.pisos.com/comprar/piso-poble_de_ponent03502-4505638340_109700/;38,5460855;-0,1515031;Benidorm;Alicante;587.000 €;131 m²;;;3;2.0;;A estrenar;21695069;;;;;;;;;;;TRUE;;Sur;;;;;;TRUE;;;;;;;;;;;;;;;Más de 20;;;;;;16/12/2025
"Piso en Avenida del Pa&#xED;s Valenciano, 21";4516219818,1097;https://www.pisos.com/comprar/piso-la_vila_joiosa_villajoyosa_centro-4516219818_109700/;38,506471096;-0,230555088;La Vila Joiosa Villajoyosa;Alicante;570.000 €;107 m²;;;3;2.0;;A estrenar;21091033;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;TRUE;4ª;;;;;;30/12/2025
Chalet en calle del Pi,  S/N;4574191252,1097;https://www.pisos.com/comprar/chalet-busot_centro_urbano-4574191252_109700/;38,4781087;-0,4261699;Busot;Alicante;409.000 €;159 m²;;;3;3.0;;A estrenar;21183331;;;;;;;;;;;TRUE;Privado;Sur;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;17/11/2025
Apartamento en Carrer Cruz,  s/n;4584096888,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4584096888_109700/;38,7634366;-0,0809065;Murla;Alicante;149.650 €;101 m²;;;2;;;A estrenar;21245420;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4586307561,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4586307561_109700/;38,7636159;-0,0808367;Murla;Alicante;155.800 €;100 m²;;;2;;;A estrenar;21245189;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;Bajo;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4587545606,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4587545606_109700/;38,7628695;-0,0809495;Murla;Alicante;155.800 €;100 m²;;;2;;;A estrenar;21245277;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;Bajo;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4591232876,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4591232876_109700/;38,7628695;-0,0809495;Murla;Alicante;165.025 €;100 m²;;;2;;;A estrenar;21245217;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;Bajo;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4607315311,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4607315311_109700/;38,7628695;-0,0809495;Murla;Alicante;128.637 €;87 m²;;;2;;;A estrenar;21245146;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;Bajo;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4612810177,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4612810177_109700/;38,7620965;-0,0816145;Murla;Alicante;156.312 €;109 m²;;;2;;;A estrenar;21245393;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4622269632,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4622269632_109700/;38,7631954;-0,0809514;Murla;Alicante;158.875 €;132 m²;;;2;;;A estrenar;21245428;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4626786304,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4626786304_109700/;38,7629723;-0,0809786;Murla;Alicante;148.625 €;115 m²;;;2;;;A estrenar;21245453;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4626918429,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4626918429_109700/;38,7634366;-0,0809065;Murla;Alicante;139.400 €;103 m²;;;2;;;A estrenar;21245293;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4628767295,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4628767295_109700/;38,7625381;-0,0811204;Murla;Alicante;180.400 €;178 m²;;;2;;;A estrenar;21245231;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4629351588,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4629351588_109700/;38,7625381;-0,0811204;Murla;Alicante;149.650 €;101 m²;;;2;;;A estrenar;21245399;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;1ª;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4678048753,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4678048753_109700/;38,7625581;-0,0811534;Murla;Alicante;164.000 €;100 m²;;;2;;;A estrenar;21245218;;;;;;;;;;;TRUE;;;;;;;;;;;;;;TRUE;;;;;;;;;Bajo;;;;;;Desconocida
Apartamento en Carrer Cruz,  s/n;4679442407,1097;https://www.pisos.com/comprar/apartamento-murla_centro_urbano-4679442407_109700/;38,76327;-0,0808999;Murla;Alicante;158.875 €;126 m²;;;2;;;A estrenar;21245461;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;1ª;;;;;;Desconocida
"Piso en calle Joaquim Gonz&#xE0;lez I Caturla,  S/N";4787596920,1097;https://www.pisos.com/comprar/piso-sant_joan_alacant_centro_urbano-4787596920_109700/;38,4016;-0,432808;"Sant Joan D&#x27;alacant";Alicante;468.600 €;125 m²;;;3;2.0;;A estrenar;a0P07000001QFNvEAO;;;;;;;;;;;TRUE;;;;;;;;TRUE;;;;;;TRUE;;;;;;;;TRUE;6ª;;;;;;Desconocida_Revisada
"&#xC1;tico en calle Deportista Pitu Perramon,  6";4835471907,1097;https://www.pisos.com/comprar/atico-san_blas_castillo_de_san_fernando_pau03005-4835471907_109700/;38,3575;-0,500848;Alicante Alacant;Alicante;454.000 €;101 m²;;;3;2.0;;A estrenar;a0P1v000014Dpe8EAC;2;;;;;TRUE;;;TRUE;;TRUE;;;;;;;;TRUE;;;;Frío;Gas natural;TRUE;;;;;;;;TRUE;4ª;;;;;;13/02/2026
